CPUUtilization,DiskReadOps,DiskWriteOps,NetworkIn,NetworkOut
51.45,573,1204,12306.0,26566.0
76.61,847,1142,12499.0,10159.0
34.84,1162,907,18605.0,38353.0
64.31,1100,872,46697.0,31644.0
35.79,528,721,10854.0,49432.0
54.26,858,1249,42701.0,48148.0
67.66,708,1187,35805.0,7989.0
29.0,1235,586,39458.0,37038.0
46.89,1125,1439,19342.0,34953.0
53.71,785,1154,19107.0,22132.0
43.29,1244,627,35835.0,27697.0
47.7,799,822,23626.0,46257.0
11.74,1239,1481,37230.0,4156.0
68.98,934,1143,46616.0,43657.0
13.36,1173,1212,7245.0,10211.0
54.61,895,1342,17710.0,8392.0
14.21,1218,1392,35272.0,13335.0
53.7,1247,922,46917.0,20491.0
22.22,614,513,42334.0,35762.0
64.0,770,800,10912.0,48129.0
41.84,636,594,15000.0,45724.0
34.82,793,815,38969.0,46349.0
88.19,602,1497,30931.0,24380.0
23.58,1382,591,13066.0,38463.0
84.62,1336,523,41474.0,29896.0
41.56,699,862,31116.0,30199.0
57.9,1230,1437,39752.0,2476.0
55.39,750,563,42327.0,1432.0
42.37,1045,1394,17272.0,13798.0
14.45,1086,1341,28114.0,49136.0
50.77,1188,1017,14523.0,38324.0
44.46,1306,1158,19893.0,12181.0
21.68,763,1303,18483.0,23306.0
59.78,1161,1438,15419.0,32076.0
82.57,1123,863,46475.0,31912.0
63.76,1451,802,2634.0,25638.0
53.11,666,528,48677.0,47121.0
41.67,910,723,41262.0,47294.0
11.31,818,983,13024.0,42841.0
86.87,847,1449,37201.0,37228.0
36.23,1216,561,20483.0,15189.0
13.06,1381,1022,5744.0,31459.0
47.09,1054,1200,14465.0,41265.0
24.93,1372,964,29670.0,18393.0
20.71,1453,665,17970.0,46679.0
50.61,601,1200,49031.0,46351.0
49.3,881,569,25103.0,7803.0
25.29,567,809,31262.0,19229.0
68.41,1399,840,22126.0,29191.0
28.84,1020,1054,12766.0,17504.0
28.01,1476,1402,20752.0,24187.0
74.59,1286,558,43495.0,19258.0
40.2,798,1361,6664.0,15887.0
40.75,1001,765,3773.0,41759.0
58.02,913,607,5759.0,44567.0
55.68,924,1027,37653.0,11694.0
81.72,1483,1067,1882.0,44149.0
89.14,1155,637,29277.0,8882.0
86.66,645,1051,43444.0,12992.0
38.22,1496,1467,3866.0,18771.0
81.6,860,1404,43434.0,42391.0
67.0,1372,975,24002.0,4134.0
49.34,754,1014,5719.0,17485.0
72.68,1146,1345,43306.0,37793.0
85.32,1202,729,44882.0,14492.0
43.86,1074,1242,4669.0,21780.0
88.08,982,608,20064.0,40413.0
48.64,968,784,9963.0,14260.0
82.95,992,1430,24654.0,26267.0
41.84,872,1292,17202.0,25020.0
47.0,1339,777,44456.0,47663.0
22.81,1195,1261,6839.0,44669.0
50.99,1320,659,46992.0,33348.0
52.23,1312,585,8672.0,34048.0
38.92,590,1264,34627.0,12418.0
65.08,1134,1235,8745.0,6662.0
46.74,848,1445,40670.0,42128.0
51.12,1487,688,49559.0,29654.0
89.47,564,714,44019.0,11350.0
42.0,1335,624,12329.0,2025.0
87.77,583,850,7677.0,44274.0
27.35,577,679,21894.0,47490.0
29.66,1389,822,21028.0,36662.0
85.98,569,586,18181.0,9324.0
87.09,786,1431,21975.0,11123.0
68.13,634,638,15508.0,12003.0
65.69,948,1234,19595.0,41385.0
76.85,629,788,7911.0,1142.0
10.75,644,1366,32665.0,21207.0
50.08,1404,1041,12868.0,38035.0
16.18,1220,554,43580.0,20940.0
31.99,803,1301,26126.0,23247.0
75.55,513,1054,40277.0,12052.0
43.85,1063,616,13324.0,17211.0
22.27,908,1286,26436.0,45581.0
24.8,721,915,16472.0,41997.0
41.53,756,1486,34254.0,48695.0
31.3,1121,545,5029.0,40918.0
62.39,938,827,48007.0,39249.0
85.29,1372,969,16808.0,33883.0
11.06,1251,592,37360.0,24851.0
71.24,1335,795,25535.0,39301.0
19.82,1307,957,18994.0,7985.0
23.59,1329,1347,26975.0,12751.0
43.21,1198,1104,34784.0,9639.0
37.2,543,1039,49007.0,44658.0
14.92,735,741,34558.0,35591.0
62.47,1249,1459,46236.0,43720.0
14.21,1233,726,7277.0,14756.0
79.8,916,1212,28131.0,45483.0
30.1,977,1133,44755.0,23895.0
73.2,1111,1129,24032.0,25730.0
77.63,583,503,42532.0,8725.0
68.58,837,999,46287.0,8675.0
33.68,1410,1293,1518.0,12791.0
65.35,805,727,43590.0,11777.0
39.09,1146,1430,23552.0,48162.0
87.6,912,1056,20512.0,18575.0
15.6,646,987,31156.0,15811.0
33.46,1189,1484,31151.0,47688.0
25.02,541,747,13697.0,18573.0
75.22,893,1448,7157.0,21839.0
45.89,1286,575,2901.0,4450.0
73.32,1331,644,13330.0,5940.0
55.76,1425,976,22229.0,9936.0
32.56,989,920,22974.0,14123.0
37.34,1122,874,2123.0,49603.0
54.08,809,800,5012.0,11416.0
43.21,1364,629,1112.0,40440.0
29.65,1446,1216,11545.0,22987.0
75.87,871,640,19023.0,43647.0
20.67,1201,1091,27748.0,29318.0
43.49,1270,1427,48947.0,12174.0
44.92,853,1210,46502.0,4451.0
84.15,839,790,3174.0,24730.0
34.84,1001,916,16680.0,22827.0
55.98,840,541,41289.0,4919.0
43.06,1027,855,43690.0,9325.0
58.02,788,1030,15560.0,24827.0
67.61,564,1145,46855.0,12394.0
34.59,1233,992,19336.0,23565.0
17.7,956,1473,8974.0,2027.0
88.64,655,534,38644.0,21183.0
47.08,1126,618,2915.0,40966.0
66.16,1310,561,46930.0,30289.0
60.88,643,1461,49710.0,12557.0
83.07,1227,647,22586.0,19944.0
11.43,611,538,9181.0,4092.0
11.49,522,635,37757.0,24720.0
31.79,1223,624,1918.0,36355.0
17.58,1452,768,36392.0,2213.0
35.23,658,570,19359.0,24709.0
65.65,926,590,39570.0,44657.0
38.25,1181,622,28292.0,10918.0
66.3,1219,1398,32579.0,6404.0
12.87,975,851,26196.0,27275.0
55.42,1441,1217,17483.0,26329.0
39.5,1468,1500,44520.0,10181.0
33.93,1360,607,22614.0,34363.0
66.02,947,688,36947.0,32583.0
25.37,691,1342,33593.0,20393.0
83.08,804,1101,2908.0,38765.0
59.94,538,1046,20337.0,25297.0
39.68,1451,654,35944.0,41347.0
34.9,1213,1216,46482.0,22856.0
87.3,983,1314,25834.0,48366.0
38.09,1425,1443,19090.0,37207.0
79.56,748,571,47103.0,41071.0
87.02,1476,872,10882.0,41463.0
73.86,1131,1004,8018.0,3285.0
32.2,603,814,22766.0,22568.0
45.07,588,1167,19002.0,7700.0
39.47,1474,896,10274.0,12496.0
34.91,856,1008,18777.0,20897.0
38.39,746,996,40333.0,46691.0
76.35,698,1255,31303.0,37759.0
69.82,1013,1008,26267.0,2784.0
67.37,672,1008,47983.0,40309.0
16.27,1250,1075,43193.0,36512.0
39.94,743,1302,25498.0,31012.0
15.75,791,1367,19019.0,14335.0
51.64,707,866,40252.0,4927.0
81.37,1475,1421,39324.0,34477.0
39.37,729,1454,5651.0,45851.0
44.5,845,741,43444.0,21039.0
36.05,819,613,31725.0,22879.0
73.32,1140,1150,47543.0,2164.0
23.6,782,1357,18452.0,22773.0
77.95,1411,1042,24979.0,32980.0
59.62,1424,1123,21009.0,27549.0
23.62,1457,989,8720.0,11694.0
88.93,556,1174,6483.0,19941.0
20.53,1150,1028,4118.0,39225.0
36.09,1312,1426,10432.0,31113.0
84.55,634,550,26929.0,23485.0
59.59,1270,884,1287.0,39257.0
83.88,1366,1420,22784.0,48084.0
34.74,786,1206,43965.0,45159.0
42.08,1268,1151,23584.0,18746.0
84.81,890,609,34327.0,2175.0
58.98,833,851,7091.0,17519.0
55.43,705,753,12740.0,23538.0
16.78,1421,1333,4533.0,28026.0
32.83,953,1383,37593.0,35052.0
36.97,1053,568,45585.0,27498.0
24.75,967,868,1257.0,18117.0
15.11,1330,636,6022.0,4275.0
71.0,1099,1432,30417.0,41547.0
12.16,1315,1033,16747.0,43998.0
10.37,1348,942,11025.0,21296.0
24.09,1284,821,45810.0,21274.0
50.97,774,1371,42852.0,32491.0
66.08,631,619,45329.0,9687.0
37.45,660,517,34695.0,10870.0
79.39,1118,885,32278.0,35299.0
45.03,991,1487,48134.0,21133.0
55.53,751,899,47128.0,20651.0
39.03,779,911,32535.0,8334.0
47.01,626,681,31138.0,1839.0
16.71,788,824,14732.0,49862.0
57.26,900,1254,49546.0,31911.0
39.88,1249,640,42383.0,34326.0
11.24,1057,1291,39640.0,12870.0
10.46,565,1461,38647.0,46866.0
47.4,1226,756,42262.0,34516.0
54.94,1153,1271,22989.0,9459.0
65.77,656,504,22937.0,25567.0
12.95,1458,1358,31913.0,23366.0
64.35,1131,948,32187.0,18163.0
62.41,1174,1097,48311.0,24268.0
61.12,1125,1220,10699.0,14544.0
24.55,1307,1238,9057.0,11828.0
14.15,1023,563,41455.0,14738.0
72.13,1111,1485,30824.0,32958.0
75.45,1284,711,48776.0,43401.0
74.82,869,1013,32050.0,2161.0
59.3,1467,1290,18097.0,11166.0
76.87,919,574,25038.0,13182.0
19.86,1164,1449,37741.0,44636.0
43.13,1103,1357,36551.0,23715.0
13.35,1352,947,7690.0,20869.0
35.54,1367,779,28120.0,28515.0
19.82,733,889,4772.0,8507.0
14.4,1330,1357,17120.0,24963.0
82.6,1470,614,46160.0,25231.0
84.92,926,1349,30309.0,26019.0
65.82,1431,863,48572.0,25068.0
83.26,1105,803,10053.0,3640.0
79.77,672,1475,32103.0,39833.0
27.06,765,1067,26294.0,33025.0
11.5,619,838,1676.0,12593.0
11.85,633,599,17958.0,26755.0
35.18,636,860,28694.0,42317.0
77.56,935,1228,48874.0,31304.0
54.65,1181,948,17625.0,22877.0
40.65,552,1479,10610.0,16542.0
28.1,580,577,35934.0,12433.0
30.84,1141,1452,5098.0,14249.0
34.91,1383,1033,40823.0,18791.0
19.51,1375,1245,43537.0,30877.0
22.16,577,1452,10547.0,47032.0
63.83,1230,850,2554.0,18247.0
72.92,735,724,25110.0,31289.0
19.21,541,976,18810.0,28536.0
71.1,1195,565,49500.0,3324.0
88.34,1293,1068,35148.0,5444.0
48.27,1256,863,1088.0,45269.0
41.93,998,1476,49816.0,31196.0
60.83,1188,1338,45991.0,30459.0
18.41,600,818,46344.0,10667.0
43.3,806,912,12804.0,28178.0
61.96,976,935,1442.0,15241.0
72.92,1123,1284,45568.0,19856.0
86.73,900,937,3584.0,17438.0
33.93,1309,659,12096.0,9083.0
11.64,550,1414,40448.0,22381.0
43.66,660,906,30753.0,48744.0
36.52,632,1473,48618.0,25558.0
67.32,1309,657,1930.0,22712.0
57.78,1464,1446,15591.0,24824.0
18.11,1001,1146,10087.0,49958.0
63.37,737,870,36467.0,1756.0
42.81,1247,668,31643.0,18799.0
33.9,1165,1059,38088.0,47764.0
42.8,721,1314,14699.0,37619.0
83.82,855,864,39088.0,7291.0
23.02,1343,634,10128.0,17155.0
77.89,912,794,38587.0,22154.0
16.88,559,1303,19934.0,38715.0
29.76,1093,711,31571.0,19187.0
76.86,1326,651,48108.0,17166.0
85.05,726,1183,32103.0,15651.0
21.2,909,1408,23901.0,3391.0
83.35,1378,877,22612.0,43330.0
23.17,750,1085,37294.0,29841.0
42.64,1358,719,20575.0,41793.0
40.14,1179,602,21152.0,27165.0
41.43,1069,700,22827.0,7569.0
73.32,904,1454,5255.0,7125.0
13.41,1466,758,10054.0,24815.0
59.0,1172,1288,39149.0,2388.0
89.68,1195,553,13114.0,49631.0
42.28,1039,528,34854.0,16718.0
67.84,905,1275,36425.0,18524.0
57.9,1470,968,47112.0,32347.0
39.45,1355,1488,33120.0,8265.0
84.09,752,670,36075.0,12512.0
13.41,516,854,31234.0,37236.0
58.96,985,1327,28033.0,11149.0
37.76,887,1143,49031.0,11082.0
31.79,536,887,23126.0,17879.0
11.58,1395,604,42210.0,29974.0
56.59,1069,593,8528.0,13688.0
11.99,1489,707,36830.0,2041.0
16.68,881,538,8714.0,6070.0
61.27,859,1493,24788.0,30598.0
71.19,1240,1144,38073.0,20843.0
54.27,866,822,30815.0,41107.0
35.24,1473,1448,14267.0,11793.0
34.28,1224,1213,13708.0,30540.0
33.16,1124,1220,33083.0,4861.0
17.84,800,1188,47650.0,37894.0
81.22,1204,558,2722.0,43807.0
13.52,1299,510,8908.0,13951.0
65.04,1041,759,24112.0,27541.0
73.64,1086,1208,29412.0,29858.0
76.28,681,994,33507.0,27907.0
29.96,872,1069,33367.0,19532.0
33.85,786,758,34182.0,46196.0
77.15,1196,1429,1785.0,49519.0
83.98,1439,1473,23217.0,7727.0
45.9,1244,508,24102.0,5759.0
33.68,1019,1221,7380.0,33711.0
67.57,1057,579,45084.0,5057.0
53.2,1131,1042,33002.0,41675.0
41.23,866,946,48690.0,8443.0
87.08,572,837,12734.0,18907.0
45.93,1387,1126,14869.0,10966.0
68.44,1086,807,7109.0,20065.0
56.39,1015,1143,46696.0,37489.0
14.94,995,579,3465.0,14766.0
48.03,694,1469,21298.0,32664.0
26.66,733,1283,23594.0,20201.0
35.49,1446,1250,18607.0,9876.0
32.83,1128,718,29628.0,10571.0
35.81,1208,1133,29315.0,4026.0
21.69,693,535,38416.0,28260.0
75.62,868,1345,38457.0,29471.0
35.98,1164,1203,38927.0,13069.0
81.42,949,916,9947.0,6314.0
43.85,1435,749,37784.0,40613.0
41.1,1190,1001,15683.0,2629.0
50.41,1437,1237,8387.0,24459.0
78.12,1154,642,47788.0,30749.0
24.25,1266,872,39567.0,19791.0
65.0,1065,1147,8868.0,30714.0
11.56,737,593,3219.0,13544.0
71.33,662,1252,47456.0,5509.0
58.74,1159,911,31771.0,26122.0
83.02,1199,755,16959.0,15480.0
51.71,768,600,31524.0,26246.0
20.08,722,1013,42176.0,44801.0
25.68,802,734,39186.0,17725.0
89.82,649,1022,29283.0,44407.0
81.6,635,1184,11210.0,29824.0
56.52,797,1084,32491.0,7595.0
55.94,1372,867,44886.0,46462.0
11.95,864,1252,37665.0,7746.0
72.17,806,633,26892.0,29537.0
46.17,663,633,39634.0,38142.0
83.61,1425,700,25749.0,48830.0
26.16,1214,983,21658.0,16630.0
41.2,939,1077,19208.0,8928.0
33.34,1018,1419,22848.0,25889.0
54.36,1206,1205,16199.0,8012.0
44.11,709,957,13981.0,30964.0
63.84,776,786,44827.0,34121.0
67.72,1382,1125,49784.0,42651.0
18.93,558,1364,43920.0,10468.0
55.84,1084,1301,35370.0,47429.0
15.82,1218,1309,4825.0,41135.0
49.42,1321,1363,3049.0,42366.0
33.63,510,778,49085.0,47139.0
78.77,1208,1432,37760.0,44776.0
40.1,583,604,43549.0,21994.0
58.85,1006,1386,44481.0,11729.0
86.03,1467,571,36528.0,27478.0
69.61,1247,1357,11687.0,33813.0
53.25,1060,533,9448.0,27228.0
63.0,732,1410,6482.0,41577.0
20.91,535,1251,17316.0,41976.0
32.35,932,1491,34882.0,23999.0
72.41,1447,528,35203.0,40874.0
67.81,1337,1393,37831.0,49342.0
76.84,631,753,18612.0,47166.0
53.87,960,1306,23230.0,23945.0
89.05,1402,986,33562.0,3848.0
44.56,1396,1494,42656.0,13706.0
28.33,820,851,7416.0,49670.0
65.84,888,1360,17758.0,39849.0
23.95,505,1028,20087.0,20762.0
83.11,1223,803,3257.0,48025.0
51.65,901,855,30661.0,21471.0
65.46,746,828,21776.0,7939.0
66.94,1444,705,19813.0,31010.0
32.95,1361,1245,30073.0,10598.0
54.03,509,1349,23054.0,11005.0
17.96,1299,919,20391.0,6707.0
24.9,822,830,29125.0,42452.0
47.78,1111,502,41288.0,21212.0
33.52,722,1344,33857.0,19867.0
17.49,1416,1453,41835.0,10718.0
61.84,863,668,5669.0,26499.0
52.48,1226,1302,27928.0,32833.0
66.04,524,966,6138.0,28566.0
54.07,708,743,8200.0,20203.0
59.2,789,655,33047.0,43221.0
58.47,513,1089,22040.0,49827.0
72.56,828,843,15110.0,41308.0
65.92,942,1374,39861.0,49266.0
22.43,760,706,7136.0,20658.0
80.05,1083,1121,7659.0,2134.0
75.46,541,1402,10187.0,31916.0
80.06,847,1239,5368.0,34617.0
60.36,591,1138,24189.0,32358.0
14.79,692,903,20882.0,25966.0
54.18,1378,1229,4907.0,31397.0
76.57,1461,788,37715.0,30739.0
73.87,955,1349,31544.0,16058.0
74.4,1459,883,21910.0,3697.0
81.21,773,1453,22615.0,42730.0
36.33,526,911,23037.0,48736.0
14.07,614,1001,38829.0,16204.0
12.42,1170,1368,47278.0,35933.0
15.23,1464,699,26389.0,15016.0
52.7,603,1112,13658.0,45498.0
73.7,1451,750,21682.0,20769.0
57.45,622,1252,11849.0,20369.0
33.9,887,761,2488.0,44528.0
76.6,1239,825,10402.0,41143.0
77.91,1071,1380,38195.0,33926.0
53.53,514,604,48435.0,16591.0
35.54,1389,1268,20302.0,23638.0
23.61,1046,530,9124.0,19669.0
13.04,1392,1257,41326.0,24901.0
53.82,508,759,4553.0,13784.0
77.18,752,1479,41347.0,25094.0
65.8,1166,1317,33115.0,27392.0
38.17,888,918,17990.0,14217.0
50.83,1034,983,17121.0,19113.0
85.3,884,501,47694.0,5346.0
16.04,544,1000,16739.0,48846.0
53.13,1219,1475,6483.0,26491.0
22.7,940,549,24660.0,30958.0
39.12,1263,989,30268.0,27260.0
26.73,585,763,34409.0,46164.0
22.27,663,532,22976.0,20273.0
18.55,709,697,37326.0,12419.0
60.23,740,642,4084.0,8921.0
67.87,758,808,20041.0,39767.0
35.92,1180,711,2398.0,47370.0
14.38,1207,1186,31851.0,32317.0
87.74,645,531,26587.0,4289.0
80.16,1385,942,2563.0,6124.0
85.17,1372,1198,4995.0,18379.0
10.7,750,1247,45877.0,41757.0
23.27,558,993,35733.0,18166.0
56.13,514,996,21976.0,5790.0
44.12,1125,1354,12776.0,39267.0
77.11,1031,913,34619.0,1635.0
38.27,1292,741,14495.0,6384.0
59.26,542,1240,6754.0,45319.0
30.95,612,1259,8490.0,15926.0
57.07,1365,1302,30797.0,17769.0
82.13,1411,673,16446.0,25913.0
68.65,1202,1036,40041.0,35931.0
13.78,1447,1086,15391.0,40708.0
67.32,979,614,28975.0,10836.0
13.69,1363,1355,33270.0,6075.0
37.81,598,1113,10689.0,32927.0
27.13,1067,804,23787.0,31181.0
40.09,625,1473,3698.0,37395.0
20.23,1456,1191,46662.0,14691.0
42.17,505,743,39902.0,43991.0
40.9,1427,1481,26301.0,49913.0
37.06,1476,1086,14975.0,32576.0
29.94,1186,1098,8018.0,7060.0
40.17,985,687,9223.0,7629.0
71.46,973,550,16429.0,18836.0
34.0,1040,1113,22746.0,39235.0
75.05,922,1429,11590.0,40165.0
81.9,652,598,10920.0,22726.0
43.17,1164,931,5960.0,45189.0
13.34,883,1488,9544.0,17076.0
38.63,1390,1473,14020.0,10957.0
26.15,1110,1084,20934.0,47673.0
56.22,1458,1358,42192.0,30515.0
83.71,1375,1094,48659.0,44826.0
31.62,1026,736,30304.0,3574.0
14.88,1434,680,19191.0,18154.0
63.16,858,1014,41240.0,39150.0
25.38,1112,653,20482.0,4524.0
55.9,1384,532,43675.0,6618.0
37.68,761,513,19017.0,22159.0
35.65,1413,1363,42229.0,13563.0
56.78,1276,1403,49258.0,2517.0
28.93,653,1372,28051.0,23740.0
31.11,746,1072,6888.0,21570.0
20.67,1253,1090,6619.0,49423.0
41.9,1035,900,41026.0,29308.0
65.41,892,1142,21309.0,36696.0
77.04,1344,682,12140.0,44769.0
79.02,510,966,36958.0,12792.0
50.16,588,1236,15047.0,17824.0
83.21,1095,880,4622.0,29868.0
47.6,1317,663,31707.0,38123.0
15.69,1412,686,38783.0,3802.0
59.12,1306,938,46168.0,19055.0
42.6,564,878,8624.0,15687.0
27.44,860,1169,16201.0,44249.0
43.16,1336,1144,4103.0,32136.0
55.55,784,1484,16818.0,3689.0
56.01,659,535,12423.0,30387.0
66.64,1406,1037,29325.0,27161.0
78.93,1448,540,21877.0,3718.0
83.54,986,1407,29187.0,45064.0
52.82,852,1219,38354.0,36543.0
42.31,970,1483,21804.0,28173.0
76.39,771,902,33154.0,16793.0
46.18,884,1286,46145.0,45114.0
65.4,512,802,20321.0,4721.0
32.41,602,770,43670.0,30291.0
32.75,1301,1106,23978.0,36169.0
22.89,1261,1429,28345.0,12481.0
23.4,1322,902,19334.0,6260.0
50.08,504,1136,1174.0,41996.0
80.65,547,1014,6120.0,14927.0
82.2,1246,962,44303.0,12642.0
20.39,508,1441,49649.0,49733.0
26.38,1383,530,20141.0,47439.0
25.3,811,1427,2831.0,30711.0
77.1,1281,1155,14070.0,1958.0
57.39,801,694,40831.0,38913.0
13.86,636,1236,27502.0,40983.0
85.7,781,775,40170.0,21563.0
54.7,1227,877,27398.0,36577.0
53.74,1240,562,18114.0,15048.0
79.66,1112,1155,34777.0,27309.0
30.33,1393,1100,9117.0,34749.0
66.32,1289,1257,47740.0,2907.0
60.68,1347,1319,35803.0,43808.0
31.83,1159,630,37026.0,45236.0
71.03,539,911,2161.0,14819.0
45.91,578,559,23200.0,19659.0
35.54,1259,611,28767.0,13439.0
79.92,886,831,10245.0,45782.0
26.32,1102,658,18156.0,28335.0
33.86,1336,893,21615.0,10358.0
40.91,1035,1180,31982.0,17621.0
86.83,1203,1363,22336.0,16024.0
44.48,568,1217,35184.0,10430.0
69.8,1206,755,35145.0,31588.0
77.86,1205,925,20867.0,34347.0
72.12,1409,1366,32129.0,35427.0
21.66,604,904,10525.0,10189.0
63.36,711,1075,24936.0,19032.0
52.95,1153,562,46201.0,21493.0
26.71,773,652,5834.0,10933.0
87.4,1393,888,18484.0,8270.0
37.69,621,802,40764.0,46311.0
48.87,878,1467,44379.0,25525.0
50.2,598,869,12305.0,9705.0
63.23,1094,957,19886.0,20892.0
58.25,913,1238,42568.0,24003.0
54.29,527,1022,6437.0,11354.0
26.55,605,558,12873.0,19314.0
66.93,985,1001,47600.0,40460.0
32.8,620,1478,34604.0,39667.0
29.7,730,1109,29505.0,16863.0
45.85,1273,710,5804.0,1950.0
48.41,1312,522,48869.0,8105.0
30.15,1307,897,24413.0,40227.0
17.81,1291,655,31035.0,45746.0
16.3,1114,724,10415.0,46858.0
33.56,654,986,33943.0,49444.0
43.26,908,641,9841.0,43308.0
74.69,1209,1495,15389.0,13514.0
22.97,1321,1264,35077.0,5970.0
72.43,1319,766,19658.0,32632.0
29.37,1332,1435,35607.0,33248.0
60.56,969,723,28205.0,38964.0
25.76,523,634,4414.0,11754.0
18.86,1289,1458,25305.0,36080.0
17.62,953,845,49439.0,40485.0
63.6,1091,1410,19211.0,19055.0
19.07,633,1108,38847.0,36239.0
66.12,1240,713,45071.0,21692.0
64.66,1496,1421,6953.0,28263.0
43.18,1308,1335,35520.0,10998.0
29.4,1224,1022,10209.0,39101.0
59.5,942,611,46304.0,29120.0
25.3,625,603,10411.0,45594.0
89.27,1011,1477,13436.0,25990.0
23.41,1251,1280,38992.0,10346.0
62.46,1304,1468,45293.0,19934.0
12.15,1178,719,30678.0,18591.0
10.72,866,1424,10923.0,31407.0
65.59,1085,656,30193.0,48128.0
32.89,1010,525,17483.0,43050.0
18.61,1455,1451,35714.0,45232.0
52.88,1109,1003,12728.0,32496.0
68.09,1138,1258,21192.0,42565.0
62.97,758,1066,11991.0,47191.0
29.68,1338,975,35467.0,11501.0
40.05,1015,671,28588.0,39518.0
42.81,1029,1061,18220.0,8006.0
33.38,1052,699,10375.0,31499.0
69.1,1352,1098,33973.0,11035.0
22.5,1061,1050,39621.0,14750.0
77.36,636,1030,20864.0,1870.0
17.59,736,813,12370.0,26153.0
49.24,786,1292,49381.0,19217.0
45.95,656,1230,2412.0,21105.0
22.69,1392,935,34100.0,17790.0
49.23,1023,1500,46830.0,47722.0
52.98,1417,1478,10980.0,25061.0
33.67,1287,1329,12646.0,17714.0
86.23,958,976,34935.0,44976.0
37.11,770,1397,15788.0,23272.0
46.55,881,1290,39384.0,30570.0
63.44,1017,530,34716.0,17380.0
23.53,1046,1420,13190.0,44489.0
62.08,857,1014,6189.0,24320.0
11.19,623,700,15837.0,49598.0
54.49,1031,1376,36674.0,6047.0
39.22,1391,929,19360.0,9110.0
46.92,946,820,31904.0,37584.0
23.53,1349,809,30717.0,37084.0
55.87,1060,1200,33377.0,9571.0
57.89,502,927,27754.0,29372.0
56.41,593,1440,41485.0,11377.0
78.73,533,1419,25240.0,4575.0
13.1,625,1271,46261.0,16775.0
79.73,906,1353,41058.0,33173.0
78.8,739,1117,25405.0,31936.0
20.71,1378,743,24961.0,21783.0
51.14,1308,780,29904.0,17372.0
20.27,1121,650,22885.0,28417.0
82.05,1366,903,31419.0,35540.0
83.96,502,1341,39445.0,3622.0
34.17,997,752,1502.0,48072.0
29.65,1270,1473,48278.0,5452.0
83.15,1002,977,31784.0,20300.0
87.55,1498,1313,18824.0,20249.0
50.52,1484,1276,47758.0,30050.0
36.13,567,909,5904.0,40981.0
53.81,551,691,11508.0,45337.0
28.28,1202,817,33336.0,19987.0
20.65,1326,698,3170.0,39570.0
77.9,910,1425,23488.0,36089.0
74.89,1374,922,49546.0,40138.0
22.04,1338,913,34959.0,32339.0
79.18,1349,668,47281.0,28715.0
12.11,1342,1064,40791.0,37806.0
17.99,780,924,45901.0,48649.0
14.17,1181,1391,21850.0,15445.0
89.89,795,906,11138.0,38884.0
86.3,564,1364,48928.0,21918.0
33.5,805,610,15552.0,42015.0
88.48,573,1281,32109.0,15578.0
78.07,834,516,8977.0,10433.0
47.25,1380,1012,35173.0,34211.0
19.1,572,743,6167.0,8652.0
65.35,954,1329,24105.0,32464.0
31.83,946,1201,30075.0,48493.0
27.29,1064,668,39170.0,12260.0
39.66,614,1173,32077.0,32433.0
67.7,1134,685,1212.0,21042.0
26.6,951,898,5657.0,12948.0
35.35,1423,966,35212.0,31481.0
47.17,903,810,33132.0,43521.0
80.61,880,1393,30495.0,6171.0
30.45,1246,1292,38022.0,20031.0
39.77,1045,736,8317.0,8299.0
70.55,1454,1112,20240.0,33929.0
54.71,1404,693,36499.0,31046.0
31.49,1223,1092,33197.0,2711.0
74.86,1029,687,2087.0,16580.0
73.96,1327,985,27060.0,1769.0
45.83,1454,1316,39342.0,19808.0
39.49,1081,1165,27904.0,11106.0
68.87,920,1360,40184.0,12024.0
43.34,614,960,23024.0,24786.0
41.39,1492,1440,29091.0,24733.0
85.91,528,1191,35705.0,40183.0
42.94,1285,770,49550.0,4870.0
87.27,879,1458,30756.0,6405.0
61.91,1401,702,41556.0,38375.0
47.9,810,568,14232.0,40227.0
88.46,1338,945,36100.0,3833.0
47.95,914,978,33040.0,32781.0
71.53,1309,1081,44266.0,31291.0
58.84,1013,1400,44052.0,14207.0
53.01,1244,909,41354.0,17722.0
24.63,1059,1306,4946.0,30002.0
66.88,689,1044,11254.0,2310.0
39.89,1008,1466,48630.0,15897.0
61.34,1434,1185,15772.0,49191.0
47.09,1284,913,38819.0,38079.0
63.1,1331,731,14170.0,48339.0
66.88,704,885,30597.0,44889.0
55.59,900,851,45574.0,43564.0
35.92,1486,576,25477.0,32384.0
87.12,773,916,12279.0,14210.0
10.83,1125,1337,48675.0,3344.0
36.89,996,1011,42414.0,10113.0
23.13,622,1374,26896.0,34294.0
23.5,1499,1048,42009.0,26923.0
81.51,1082,735,10869.0,11010.0
86.69,1246,899,34200.0,12506.0
60.4,1354,871,12146.0,43919.0
65.98,1188,553,19898.0,28321.0
62.59,1045,740,25476.0,19270.0
10.21,1326,1355,45141.0,13326.0
62.21,942,1233,35958.0,44455.0
37.4,556,1268,42274.0,29600.0
67.52,1135,1489,1301.0,40574.0
20.0,820,512,36360.0,40515.0
58.38,923,1439,18727.0,5488.0
32.86,1044,1296,46486.0,20653.0
15.24,1194,887,16087.0,34631.0
58.8,882,1264,39536.0,47835.0
44.33,549,747,9567.0,18898.0
78.5,1418,1464,49001.0,43103.0
